,Mkt-Rf,SMB,HML,Rf
19500815,0.26,0.21,0.2,0.004
19500816,0.31,0.13,0.55,0.004
19500817,1,-0.15,0.45,0.004
19500818,0.58,-0.13,0.04,0.004
19500821,0.15,0.32,-0.67,0.004
19500822,-0.18,-0.18,-0.26,0.004
19500823,0.72,-0.01,0.56,0.004
19500824,0.01,0.3,-0.29,0.004
19500825,-1.17,0.21,-0.28,0.004
19500828,0.02,0.21,0.3,0.004
19500829,0.23,-0.02,0.03,0.004
19500830,-0.29,-0.08,-0.32,0.004
19500831,-0.1,0.04,0.06,0.004
19500901,0.5,-0.27,0.15,0.005
19500905,0.47,-0.26,-0.15,0.005
19500906,-0.56,0.03,-0.13,0.005
19500907,0.36,-0.06,0.34,0.005
19500908,0.8,0.19,0.29,0.005
19500911,-0.66,0.04,-0.22,0.005
19500912,1.13,-0.34,1.11,0.005
19500913,1.05,0.17,0.2,0.005
19500914,0.44,0.02,0.41,0.005
19500915,0.39,-0.08,-0.48,0.005
19500918,0.27,-0.31,-0.45,0.005
19500919,-0.33,-0.05,-0.27,0.005
19500920,-0.5,0.14,-0.1,0.005
19500921,0.81,0.06,0.51,0.005
19500922,0.54,0.29,0.16,0.005
19500925,-0.2,0.42,-0.49,0.005
19500926,-1.22,0.3,-1.48,0.005
19500927,1.26,-0.19,-0.24,0.005
19500928,0.12,0.2,-0.09,0.005
19500929,0.09,0.24,-0.08,0.005
19501002,0.95,-0.1,0.87,0.005
19501003,-0.21,-0.01,-0.04,0.005
19501004,1.21,-0.39,0.2,0.005
19501005,-0.35,0.28,-0.36,0.005
19501006,0.8,-0.47,0.59,0.005
19501007,0.29,0.09,0.24,0.005
19501009,-0.83,-0.11,-0.57,0.005
19501010,-0.72,0.5,-0.01,0.005
19501011,0.53,0.01,0.78,0.005
19501013,0.1,0.18,0.19,0.005
19501014,-0.46,-0.1,0.01,0.005
19501016,-0.05,0.07,0.03,0.005
19501017,0.77,0.13,0.58,0.005
19501018,0.64,0.11,0.38,0.005
19501019,-0.02,0.17,-0.03,0.005
19501020,-0.17,-0.06,-0.39,0.005
19501021,0.24,0.06,0.08,0.005
19501023,-0.07,0.13,0.21,0.005
19501024,0.21,-0.03,-0.35,0.005
19501025,-0.13,0.03,0.02,0.005
19501026,-2.07,-0.28,-0.96,0.005
19501027,0.57,-0.13,0.44,0.005
19501028,0.19,0.02,0.68,0.005
19501030,-0.91,0.01,-1.03,0.005
19501031,-0.63,-0.69,-0.06,0.005
19501101,0.41,-0.02,0.44,0.005
19501102,0.93,0.02,0.17,0.005
19501103,0.33,-0.33,-0.3,0.005
19501104,-0.34,0.03,-0.32,0.005
19501106,-2.17,-0.48,-0.76,0.005
19501108,1.47,0.3,0.65,0.005
19501109,1.33,-0.2,0.94,0.005
19501110,0.73,-0.34,0.13,0.005
19501113,0.43,-0.07,0.29,0.005
19501114,0.24,-0.24,0.27,0.005
19501115,-0.16,0.22,-0.06,0.005
19501116,-0.2,-0.02,0.32,0.005
19501117,0.83,-0.18,1.3,0.005
19501118,0.5,0.05,0.23,0.005
19501120,0.02,0.13,0.02,0.005
19501121,-0.01,0.14,0.02,0.005
19501122,1.06,-0.24,0.33,0.005
19501124,0.74,-0.01,-0.14,0.005
19501125,-0.09,0.19,-0.29,0.005
19501127,-0.3,0.17,0.03,0.005
19501128,-2.81,-0.16,-1.1,0.005
19501129,-0.86,0.27,0.82,0.005
19501130,0.75,-0.08,0.24,0.005
19501201,0.76,-0.18,0.73,0.005
19501202,-0.61,0.27,-0.31,0.005
19501204,-2.78,-0.13,-1.18,0.005
19501205,1.54,-0.27,1.57,0.005
19501206,0.86,-0.05,0.87,0.005
19501207,-0.17,-0.12,0.05,0.005
19501208,0.27,0.13,1.19,0.005
19501209,0.37,0.17,0.53,0.005
19501211,0.93,-0.32,0.27,0.005
19501212,0.06,-0.04,-0.16,0.005
19501213,0.02,-0.4,0.08,0.005
19501214,-1.04,0.35,-0.4,0.005
19501215,-0.4,0.24,0.83,0.005
19501216,1.58,-0.26,1.77,0.005
19501218,1.03,0.13,0.79,0.005
19501219,0.53,0.08,0.64,0.005
19501220,0.27,0.7,0.17,0.005
19501221,0.14,0.51,-0.38,0.005
19501222,0.34,0.32,-0.28,0.005
19501226,-0.79,-0.33,-0.51,0.005
19501227,1.98,0.1,0.77,0.005
19501228,0.53,0.18,0.6,0.005
19501229,-0.05,0.15,-0.56,0.005
19501230,0.14,0.15,-0.22,0.005
19510102,1.57,0.01,0.78,0.005
19510103,-0.28,0.09,-0.17,0.005
19510104,0.69,0.23,1.04,0.005
19510105,0.04,0.03,-0.02,0.005
19510106,-0.08,0.22,-0.43,0.005
19510108,0.48,0.18,0.37,0.005
19510109,0.56,0.34,0.16,0.005
19510110,-1.32,-0.48,-1.22,0.005
19510111,1.6,0.33,1.3,0.005
19510112,-0.3,-0.16,-0.44,0.005
19510113,0.09,-0.04,0.09,0.005
19510115,0.53,0.1,0.42,0.005
19510116,0.7,-0.04,0.54,0.005
19510117,0.55,-0.19,0.33,0.005
19510118,-0.28,0.44,-0.06,0.005
19510119,-0.13,0.24,-0.36,0.005
19510120,0.15,0.2,-0.08,0.005
19510122,-1,-0.09,-0.44,0.005
19510123,0.32,0.08,-0.25,0.005
19510124,-0.31,0.07,-0.26,0.005
19510125,-0.68,-0.28,-0.32,0.005
19510126,1,0.48,1.14,0.005
19510127,1.05,0.21,0.81,0.005
19510129,0.69,-0.26,0.56,0.005
19510130,0.25,-0.49,0.25,0.005
19510131,-0.25,0.35,-0.11,0.005
19510201,0.6,0.07,0.17,0.005
19510202,0.75,0.08,-0.29,0.005
19510203,0.37,0.02,-0.07,0.005
19510205,0.34,-0.36,-0.01,0.005
19510206,-0.34,0.05,-0.41,0.005
19510207,-0.27,0.1,0.03,0.005
19510208,0.53,0.07,0.12,0.005
19510209,0.46,0.09,0.07,0.005
19510210,0.14,0.02,0.19,0.005
19510213,0.1,-0.34,-0.3,0.005
19510214,-0.3,-0.15,-0.18,0.005
19510215,-0.22,0.26,-0.5,0.005
19510216,0.39,0.09,0.1,0.005
19510217,0.07,0.06,-0.02,0.005
19510219,-1.16,0.2,-0.88,0.005
19510220,-0.21,-0.04,0.31,0.005
19510221,0.44,0.13,0.03,0.005
19510223,0.25,0.13,-0.16,0.005
19510224,0.2,-0.02,0.05,0.005
19510226,-0.03,0.11,-0.36,0.005
19510227,-0.84,-0.27,-0.83,0.005
19510228,0.15,-0.19,0.15,0.005
19510301,0.33,-0.04,0.45,0.004
19510302,0.42,0.13,0.03,0.004
19510303,-0.03,0.18,-0.22,0.004
19510305,-0.55,0.05,-0.45,0.004
19510306,-0.19,-0.17,-0.32,0.004
19510307,0.4,-0.02,0.07,0.004
19510308,0.34,0.17,-0.32,0.004
19510309,0.07,0.19,-0.13,0.004
19510310,-0.2,0.15,0.05,0.004
19510312,-0.95,-0.31,-0.49,0.004
19510313,-1.57,-0.2,-1.38,0.004
19510314,-0.87,0.21,-0.08,0.004
19510315,0.13,-0.33,-0.26,0.004
19510316,1.61,0.23,0.82,0.004
19510317,0.21,0.17,-0.12,0.004
19510319,-0.55,0,-0.27,0.004
19510320,-0.16,-0.1,-0.48,0.004
19510321,0.57,0.05,0.29,0.004
19510322,0.33,-0.27,-0.2,0.004
19510324,-1.08,0.01,-0.98,0.004
19510326,0.09,-0.35,0.04,0.004
19510327,0.06,0.08,-0.17,0.004
19510328,-1.13,-0.5,-0.68,0.004
19510329,0.26,-0.04,0.15,0.004
19510330,0.62,-0.1,0.3,0.004
19510331,-0.27,0.2,0.06,0.004
19510402,-0.53,-0.3,-0.39,0.005
19510403,-0.21,0.17,0.07,0.005
19510404,0.45,-0.45,0.8,0.005
19510405,1.4,-0.02,1.09,0.005
19510406,0.35,0.16,0.16,0.005
19510407,-0.09,0.18,-0.41,0.005
19510409,0.04,0.06,-0.03,0.005
19510410,-0.18,0.08,-0.33,0.005
19510411,-0.18,-0.2,-0.53,0.005
19510412,0.98,-0.11,0.71,0.005
19510413,1.3,-0.27,0.93,0.005
19510414,0.39,0.04,0.42,0.005
19510416,-0.5,-0.11,-0.03,0.005
19510417,0.15,0.04,0.02,0.005
19510418,0.37,0.01,0.02,0.005
19510419,-0.46,-0.03,-0.01,0.005
19510420,-0.05,0.04,-0.24,0.005
19510421,0.02,-0.01,0.25,0.005
19510423,-0.03,-0.15,-0.08,0.005
19510424,-0.45,0.03,-0.39,0.005
19510425,0.14,-0.2,0.37,0.005
19510426,0.87,-0.07,0.66,0.005
19510427,0.91,-0.32,0.54,0.005
19510428,0.16,0.09,0,0.005
19510430,-0.04,-0.15,-0.41,0.005
19510501,0.32,-0.18,0.12,0.005
19510502,0.28,-0.07,0.12,0.005
19510503,0.73,-0.42,0.9,0.005
19510504,0.05,0,-0.2,0.005
19510505,-0.29,0.2,-0.03,0.005
19510507,-0.2,-0.07,-0.4,0.005
19510508,0.35,-0.09,-0.17,0.005
19510509,0.22,-0.03,0.39,0.005
19510510,-0.51,0.23,-0.3,0.005
19510511,-0.52,0.27,-0.19,0.005
19510512,-0.56,0.17,-0.15,0.005
19510514,-0.08,-0.03,-0.01,0.005
19510515,-1.53,0.09,-0.41,0.005
19510516,-0.31,0.17,0.24,0.005
19510517,0.96,-0.25,0.34,0.005
19510518,-1.59,0.22,-1.37,0.005
19510519,0.07,-0.16,-0.05,0.005
19510521,-0.42,-0.04,-0.52,0.005
19510522,-0.32,0.08,-0.13,0.005
19510523,-0.65,0.24,-0.45,0.005
19510524,-0.41,-0.1,-0.02,0.005
19510525,0.09,0.51,0.12,0.005
19510526,0.18,-0.04,-0.01,0.005
19510528,0.51,-0.07,0.24,0.005
19510529,0.73,-0.35,0.31,0.005
19510531,0.55,-0.27,0.35,0.005
19510601,-0.15,-0.24,-0.04,0.006
19510604,-0.96,0.11,-0.92,0.006
19510605,0.17,-0.12,0.13,0.006
19510606,0.89,-0.07,0.63,0.006
19510607,0.5,0.04,0.47,0.006
19510608,-0.19,-0.09,-0.19,0.006
19510611,0.5,-0.27,0.41,0.006
19510612,-0.41,0.17,-0.63,0.006
19510613,0.08,-0.24,-0.28,0.006
19510614,0.96,-0.45,0.35,0.006
19510615,0.65,-0.44,0.35,0.006
19510618,-0.05,-0.22,-0.33,0.006
19510619,-0.11,-0.22,0.04,0.006
19510620,-0.45,0.32,-0.43,0.006
19510621,-0.57,0.02,-0.28,0.006
19510622,-0.79,0.17,-0.32,0.006
19510625,-1.54,-0.39,-1.5,0.006
19510626,0.24,0.19,-0.23,0.006
19510627,0.45,-0.09,0.23,0.006
19510628,-1.09,-0.21,-0.7,0.006
19510629,-0.74,0.04,-0.84,0.006
19510702,0.6,-0.32,0.41,0.006
19510703,0.7,0.16,0.26,0.006
19510705,1.55,-0.3,0.58,0.006
19510706,0,0.14,-0.34,0.006
19510709,0.23,-0.25,-0.19,0.006
19510710,-0.37,-0.01,-0.18,0.006
19510711,0.21,-0.05,0.52,0.006
19510712,0.44,-0.12,-0.09,0.006
19510713,0.69,-0.14,-0.01,0.006
19510716,-0.74,0.22,-0.62,0.006
19510717,0.65,-0.63,0.13,0.006
19510718,-0.04,0.1,-0.22,0.006
19510719,0.08,0.1,-0.1,0.006
19510720,0.16,0.16,0.33,0.006
19510723,0.83,-0.58,0.35,0.006
19510724,1.2,-0.67,0.63,0.006
19510725,-0.18,0.39,0.07,0.006
19510726,0.5,0.02,0.32,0.006
19510727,0.28,-0.05,0.23,0.006
19510730,0.59,-0.43,-0.18,0.006
19510731,-0.64,0.44,-0.05,0.006
19510801,0.67,0.04,0.72,0.006
19510802,1.03,-0.08,0.01,0.006
19510803,0.16,-0.01,-0.33,0.006
19510806,0.66,-0.45,0.45,0.006
19510807,-0.03,0.19,-0.16,0.006
19510808,-0.17,0.14,-0.2,0.006
19510809,-0.36,0.28,-0.09,0.006
19510810,-0.17,-0.02,-0.23,0.006
19510813,0.12,0.27,-0.38,0.006
19510814,-0.08,-0.11,-0.02,0.006
19510815,0.39,-0.15,0.62,0.006
19510816,0.52,0.12,0,0.006
19510817,0.27,0.06,0.27,0.006
19510820,-0.07,0.02,-0.24,0.006
19510821,-0.38,0.11,-0.38,0.006
19510822,-0.46,0.15,-0.4,0.006
19510823,0.62,-0.1,0.33,0.006
19510824,0.02,0.13,0.03,0.006
19510827,-0.15,0.03,-0.33,0.006
19510828,0.09,0.22,0.12,0.006
19510829,0.77,-0.11,0.21,0.006
19510830,0.67,-0.05,0.12,0.006
19510831,0.1,0.13,0.15,0.006
19510904,0.1,0.1,0.18,0.006
19510905,0.77,-0.11,-0.1,0.006
19510906,0.32,-0.21,0.31,0.006
19510907,0.42,-0.17,0.11,0.006
19510910,0.43,0.09,0.26,0.006
19510911,-0.46,0.16,-0.28,0.006
19510912,0.62,-0.04,0.3,0.006
19510913,0.28,-0.04,0.18,0.006
19510914,-0.05,0.22,-0.03,0.006
19510917,-0.31,0.35,-0.28,0.006
19510918,-0.08,0.13,-0.44,0.006
19510919,0.07,0.54,0.04,0.006
19510920,-0.15,0.23,0.38,0.006
19510921,-0.75,0.32,-0.03,0.006
19510924,-0.48,0.21,0.34,0.006
19510925,0.35,-0.1,0.19,0.006
19510926,0.15,0.03,0.01,0.006
19510927,-0.48,-0.05,-0.34,0.006
19510928,-0.05,0.15,-0.15,0.006
19511001,0.61,-0.06,0.19,0.006
19511002,0.66,-0.2,0.29,0.006
19511003,0.6,0.28,0.41,0.006
19511004,-0.14,0.26,-0.06,0.006
19511005,0.13,0.35,0.22,0.006
19511006,0.02,0.1,0.07,0.006
19511008,-0.1,0.32,-0.36,0.006
19511009,-0.48,0.11,-0.06,0.006
19511010,-0.23,0.17,-0.11,0.006
19511011,0.45,-0.38,0.26,0.006
19511013,0.28,0.02,0.24,0.006
19511015,0.19,-0.35,-0.1,0.006
19511016,-0.39,-0.24,-0.31,0.006
19511017,-0.26,0.03,-0.26,0.006
19511018,-0.13,0.05,0.13,0.006
19511019,-1.4,-0.03,-0.29,0.006
19511020,-0.91,0.31,-0.11,0.006
19511022,-1.82,-0.06,0.29,0.006
19511023,0.64,-0.11,0.58,0.006
19511024,0.72,-0.07,0.36,0.006
19511025,-0.49,-0.04,-0.27,0.006
19511026,-0.75,0.12,-0.27,0.006
19511027,-1.59,0.2,-0.66,0.006
19511029,0.85,-0.67,0.7,0.006
19511030,0.01,0.03,-0.3,0.006
19511031,1.03,-0.44,-0.29,0.006
19511101,0.66,-0.12,0.1,0.005
19511102,-0.72,0.11,-0.33,0.005
19511103,-0.86,0.28,-0.45,0.005
19511105,0.08,-0.17,0.1,0.005
19511107,-0.86,0.01,-0.08,0.005
19511108,0.19,-0.16,0.19,0.005
19511109,1.11,-0.06,0.29,0.005
19511110,0.49,0.04,0.02,0.005
19511113,-0.18,0.07,-0.12,0.005
19511114,0.27,-0.13,0.14,0.005
19511115,-0.05,0.13,0.08,0.005
19511116,-0.11,-0.2,0.58,0.005
19511117,0.03,0.13,-0.06,0.005
19511119,-0.37,0.13,-0.13,0.005
19511120,-0.19,-0.11,-0.24,0.005
19511121,-0.08,0.09,0.12,0.005
19511123,-1.03,0.11,-0.21,0.005
19511124,-0.37,0.15,-0.18,0.005
19511126,0.59,-0.27,0.22,0.005
19511127,0.78,-0.41,0.12,0.005
19511128,-0.14,0.34,-0.14,0.005
19511129,0.43,-0.27,0.19,0.005
19511130,0.94,-0.15,0.08,0.005
19511201,0.25,0,0.12,0.005
19511203,0.34,-0.07,-0.42,0.005
19511204,0.41,-0.34,-0.09,0.005
19511205,0.04,0.16,-0.24,0.005
19511206,0.9,-0.42,0.47,0.005
19511207,0.2,-0.14,0.24,0.005
19511208,0.1,-0.04,-0.04,0.005
19511210,0.01,-0.06,-0.11,0.005
19511211,-0.47,0.13,-0.4,0.005
19511212,0.12,-0.1,-0.17,0.005
19511213,0.3,0.06,-0.27,0.005
19511214,-0.02,0.03,-0.22,0.005
19511215,-0.06,0.08,-0.12,0.005
19511217,0.14,-0.18,-0.09,0.005
19511218,0.12,-0.21,-0.31,0.005
19511219,0.28,-0.37,0.39,0.005
19511220,0.01,-0.02,0,0.005
19511221,-0.22,0.02,-0.01,0.005
19511222,0,0.06,0.1,0.005
19511224,-0.04,0.12,-0.29,0.005
19511226,-0.62,0.07,-0.14,0.005
19511227,0.85,-0.39,0.32,0.005
19511228,0.44,-0.12,-0.28,0.005
19511229,-0.04,0.05,-0.08,0.005
19511231,0.27,-0.32,-0.26,0.005
19520102,0.16,0.36,0.34,0.006
19520103,0.15,0.09,0.22,0.006
19520104,0.18,0.24,0.06,0.006
19520105,0.07,0.13,-0.03,0.006
19520107,-0.15,-0.09,0,0.006
19520108,-0.43,-0.28,-0.18,0.006
19520109,-0.28,0.1,-0.19,0.006
19520110,0.6,-0.26,0.25,0.006
19520111,0.42,-0.4,0.22,0.006
19520112,0.4,-0.21,0.04,0.006
19520114,0.2,-0.35,0.17,0.006
19520115,-0.44,-0.02,-0.11,0.006
19520116,0.29,0.02,0.39,0.006
19520117,0.4,-0.02,0.04,0.006
19520118,0.15,-0.08,0.51,0.006
19520119,0.27,-0.15,0.4,0.006
19520121,0.41,-0.44,-0.08,0.006
19520122,0.5,-0.3,-0.27,0.006
19520123,-0.35,0.1,-0.17,0.006
19520124,0.13,-0.03,-0.04,0.006
19520125,0.11,0.26,-0.06,0.006
19520126,0.09,0.06,-0.13,0.006
19520128,0.09,0.05,0.38,0.006
19520129,-0.01,0.3,0.19,0.006
19520130,-1.07,0.22,0,0.006
19520131,-0.42,-0.05,-0.17,0.006
19520201,0.59,-0.05,-0.19,0.005
19520202,0.36,-0.24,0.17,0.005
19520204,-1.12,0.38,-0.32,0.005
19520205,-0.26,0.12,-0.16,0.005
19520206,0.32,0.11,-0.22,0.005
19520207,0.17,0.02,0.05,0.005
19520208,0.51,-0.15,0.14,0.005
19520209,0.04,0.22,0.06,0.005
19520211,-0.32,-0.12,0.22,0.005
19520213,-0.67,0.26,-0.23,0.005
19520214,-0.25,-0.11,0.23,0.005
19520215,-0.01,0,-0.13,0.005
19520216,-0.06,0.08,0.09,0.005
19520218,-0.4,-0.07,0.06,0.005
19520219,-1.46,0.23,-0.1,0.005
19520220,-1.12,0.17,-0.09,0.005
19520221,0.32,0.26,0.19,0.005
19520223,0.65,-0.41,0.53,0.005
19520225,-0.29,0.19,-0.17,0.005
19520226,-0.5,0.22,-0.3,0.005
19520227,0.2,-0.21,0.33,0.005
19520228,0.71,-0.25,-0.23,0.005
19520229,-0.06,0.05,-0.18,0.005
19520301,0.08,0.03,-0.14,0.004
19520303,0.26,-0.14,0.09,0.004
19520304,1.31,-0.51,0.08,0.004
19520305,0.23,0.04,0.31,0.004
19520306,-0.01,-0.05,0.14,0.004
19520307,0.21,-0.23,0.49,0.004
19520308,0.29,-0.18,0.21,0.004
19520310,-0.49,0.27,-0.63,0.004
19520311,0.22,-0.27,0.12,0.004
19520312,0.26,-0.08,0.13,0.004
19520313,0.05,0.01,0.2,0.004
19520314,0.24,-0.33,0.05,0.004
19520315,0.2,-0.26,-0.01,0.004
19520317,0.1,-0.25,-0.03,0.004
19520318,-0.14,-0.05,-0.01,0.004
19520319,-0.24,0.19,-0.1,0.004
19520320,0.35,-0.32,0.67,0.004
19520321,0.07,0.08,0.2,0.004
19520322,-0.01,0.05,-0.2,0.004
19520324,-0.11,0.04,-0.2,0.004
19520325,-0.42,0.38,-0.15,0.004
19520326,-0.07,-0.11,0.32,0.004
19520327,0.77,-0.5,0.23,0.004
19520328,0.59,-0.33,-0.02,0.004
19520329,0.56,-0.33,0.42,0.004
19520331,0.07,-0.09,-0.04,0.004
19520401,-0.77,0.12,-0.14,0.005
19520402,-0.08,0.16,0.01,0.005
19520403,0.09,-0.19,0.1,0.005
19520404,-0.51,0.13,-0.26,0.005
19520405,-0.15,0.13,0.07,0.005
19520407,-0.93,0.19,-0.13,0.005
19520408,0.56,-0.36,0.3,0.005
19520409,-0.01,0.14,-0.14,0.005
19520410,0.35,-0.17,0.23,0.005
19520412,0.05,0.16,0.04,0.005
19520414,-0.74,-0.13,-0.22,0.005
19520415,-1.08,0.1,-0.56,0.005
19520416,-0.14,0.43,-0.17,0.005
19520417,-0.86,0.11,-0.16,0.005
19520418,0.4,0.02,0.5,0.005
19520419,0.06,0.14,0.1,0.005
19520421,0.7,-0.6,0.55,0.005
19520422,-0.44,0.2,-0.27,0.005
19520423,-0.45,0.19,-0.08,0.005
19520424,-0.42,-0.08,0.21,0.005
19520425,0.42,-0.18,0.46,0.005
19520426,0.14,0.09,0.22,0.005
19520428,-0.22,-0.23,-0.06,0.005
19520429,-0.34,-0.24,0.2,0.005
19520430,-0.69,0.24,-0.52,0.005
19520501,-0.69,-0.15,-0.54,0.005
19520502,1.42,-0.24,0.67,0.005
19520503,0.3,-0.02,-0.15,0.005
19520505,0.28,-0.3,-0.02,0.005
19520506,0.25,-0.1,-0.02,0.005
19520507,0.63,-0.35,0.11,0.005
19520508,0.28,0.17,-0.05,0.005
19520509,0.03,-0.09,-0.04,0.005
19520510,-0.09,0.29,-0.1,0.005
19520512,-0.14,-0.04,-0.09,0.005
19520513,0.17,-0.14,-0.2,0.005
19520514,-0.34,0.2,-0.23,0.005
19520515,-0.35,-0.14,0.14,0.005
19520516,0.05,0.17,-0.33,0.005
19520517,0.02,0.19,-0.06,0.005
19520519,0.14,-0.34,0.03,0.005
19520520,0.51,-0.06,0.09,0.005
19520521,0.27,0.05,0.11,0.005
19520522,0.63,-0.19,0.39,0.005
19520523,-0.08,0.07,0.09,0.005
19520524,-0.01,0.16,-0.06,0.005
19520526,0.21,-0.13,0.13,0.005
19520527,-0.19,0.01,0.13,0.005
19520528,-0.14,0.13,0.1,0.005
19520529,0.01,-0.19,0.1,0.005
19520602,-0.13,-0.08,-0.16,0.007
19520603,-0.08,-0.16,0.1,0.007
19520604,0.56,-0.16,0.45,0.007
19520605,0.63,-0.29,0.44,0.007
19520606,0.55,0.05,-0.13,0.007
19520609,0.38,-0.16,0.1,0.007
19520610,-0.33,0.29,-0.61,0.007
19520611,0.25,-0.19,0.43,0.007
19520612,0.04,0.04,-0.12,0.007
19520613,0.2,-0.05,-0.2,0.007
19520616,-0.15,0.17,-0.22,0.007
19520617,0.07,-0.15,-0.01,0.007
19520618,0.23,0.01,0,0.007
19520619,0.31,-0.18,0.26,0.007
19520620,0.14,0.02,-0.1,0.007
19520623,-0.11,-0.05,0.18,0.007
19520624,0.07,-0.29,-0.09,0.007
19520625,0.35,-0.21,0.54,0.007
19520626,0.21,-0.03,0.13,0.007
19520627,0.23,-0.04,0.07,0.007
19520630,0.36,-0.09,0.08,0.007
19520701,0.53,-0.18,-0.22,0.007
19520702,-0.18,0.23,-0.37,0.007
19520703,0,0.11,-0.05,0.007
19520707,-0.36,0.15,-0.11,0.007
19520708,0.05,-0.13,-0.2,0.007
19520709,-0.28,0.27,-0.04,0.007
19520710,-0.2,-0.03,-0.14,0.007
19520711,0.5,-0.23,0.39,0.007
19520714,0.07,0.11,-0.11,0.007
19520715,0.48,-0.31,0.22,0.007
19520716,-0.11,-0.03,0.16,0.007
19520717,-0.35,0.07,-0.07,0.007
19520718,-0.65,0.14,0.16,0.007
19520721,0.22,-0.09,-0.26,0.007
19520722,0.21,0.05,-0.13,0.007
19520723,0.42,-0.21,0,0.007
19520724,0.33,-0.17,0.45,0.007
19520725,-0.24,0.36,-0.45,0.007
19520728,-0.03,0,-0.03,0.007
19520729,0.2,-0.11,-0.02,0.007
19520730,0.21,-0.22,0.23,0.007
19520731,0.11,-0.13,0.18,0.007
19520801,0.06,0.08,-0.13,0.007
19520804,-0.13,0.06,-0.23,0.007
19520805,0.04,-0.07,-0.01,0.007
19520806,0.15,0.11,0.02,0.007
19520807,0.25,-0.12,0.22,0.007
19520808,-0.01,0.21,-0.12,0.007
19520811,0.03,0.11,-0.18,0.007
19520812,-0.7,0.25,-0.1,0.007
19520813,-0.02,-0.03,0.1,0.007
19520814,-0.02,0.09,-0.01,0.007
19520815,-0.2,0.14,0.03,0.007
19520818,-1.02,0.32,-0.22,0.007
19520819,0.01,-0.04,-0.06,0.007
19520820,0.22,-0.07,0.02,0.007
19520821,0.14,0.05,-0.06,0.007
19520822,0,0.08,0.09,0.007
19520825,-0.37,0.2,-0.05,0.007
19520826,-0.07,-0.01,0.18,0.007
19520827,0.36,-0.01,-0.08,0.007
19520828,0.24,-0.07,0.28,0.007
19520829,0.29,-0.06,0.19,0.007
19520902,0.34,-0.15,0.11,0.008
19520903,0.21,0.07,-0.33,0.008
19520904,-0.09,0.09,-0.27,0.008
19520905,-0.12,0.08,-0.26,0.008
19520908,-0.43,0.2,-0.39,0.008
19520909,-1.06,0.28,-0.09,0.008
19520910,-0.44,-0.12,0.06,0.008
19520911,0.14,0.21,0.04,0.008
19520912,-0.21,0.2,-0.1,0.008
19520915,-0.95,0.38,-0.15,0.008
19520916,0.41,-0.21,-0.04,0.008
19520917,0.26,0,0.14,0.008
19520918,-0.18,0.17,-0.08,0.008
19520919,0.21,-0.08,0.16,0.008
19520922,0.1,0.03,0.01,0.008
19520923,0.34,-0.3,0.28,0.008
19520924,0.32,0.06,-0.3,0.008
19520925,-0.01,-0.04,-0.03,0.008
19520926,-0.27,0.26,-0.04,0.008
19520929,-0.06,-0.04,-0.17,0.008
19520930,-0.55,0.1,-0.15,0.008
19521001,-0.25,-0.04,0.05,0.006
19521002,-0.01,0,0.03,0.006
19521003,-0.18,0.12,0.09,0.006
19521006,-0.27,0.1,-0.08,0.006
19521007,0.04,-0.05,-0.05,0.006
19521008,0.49,-0.19,0.03,0.006
19521009,0.02,0.06,0.01,0.006
19521010,-0.01,0.18,-0.27,0.006
19521014,-0.35,0.01,-0.28,0.006
19521015,-1.45,0.12,-0.26,0.006
19521016,-0.63,-0.16,0.06,0.006
19521017,1.14,-0.17,0.34,0.006
19521020,-0.32,0.22,-0.31,0.006
19521021,-0.16,-0.08,-0.03,0.006
19521022,-0.97,0.28,-0.04,0.006
19521023,0.32,-0.36,-0.01,0.006
19521024,0.41,-0.13,0.1,0.006
19521027,0.12,-0.23,-0.04,0.006
19521028,0.04,-0.04,-0.12,0.006
19521029,0.05,-0.24,-0.13,0.006
19521030,-0.02,0.02,0.04,0.006
19521031,1.36,-0.55,0.41,0.006
19521103,0.56,-0.24,-0.19,0.006
19521105,0.52,0.02,-0.24,0.006
19521106,0.38,-0.53,-0.4,0.006
19521107,0.4,0.05,0.03,0.006
19521110,0,0.06,0.07,0.006
19521112,-0.16,0.3,-0.16,0.006
19521113,0.09,0.13,-0.28,0.006
19521114,0.01,0.05,-0.09,0.006
19521117,0.19,-0.13,0.23,0.006
19521118,1.42,-0.37,0.16,0.006
19521119,0.71,-0.04,0.33,0.006
19521120,-0.15,0.23,0.41,0.006
19521121,0,0.24,0.07,0.006
19521124,0.63,-0.15,0.57,0.006
19521125,0.12,-0.02,-0.24,0.006
19521126,0.61,-0.23,0.18,0.006
19521128,0.49,-0.04,0.39,0.006
19521201,0.13,-0.03,0.15,0.007
19521202,0.27,-0.27,-0.19,0.007
19521203,-0.04,0.09,-0.23,0.007
19521204,-0.32,0.22,0,0.007
19521205,0.15,-0.18,0.15,0.007
19521208,0.41,-0.19,0.01,0.007
19521209,0.42,-0.22,-0.04,0.007
19521210,0.03,-0.09,-0.4,0.007
19521211,0,0.04,-0.11,0.007
19521212,0.31,-0.17,0.41,0.007
19521215,0.09,-0.06,0.2,0.007
19521216,-0.04,-0.18,-0.04,0.007
19521217,-0.12,0.13,-0.11,0.007
19521218,0,0.14,0.21,0.007
19521219,0.4,-0.54,0.44,0.007
19521222,0.42,-0.4,0.2,0.007
19521223,-0.35,0.09,0.23,0.007
19521224,0.06,0.18,0.14,0.007
